SubjectID,Phase,Skin Conductance (microS)_mean,Skin Conductance (microS)_std,Skin Conductance (microS)_min,Skin Conductance (microS)_max,Phasic Skin Conductance (a.u.)_mean,Phasic Skin Conductance (a.u.)_std,Phasic Skin Conductance (a.u.)_min,Phasic Skin Conductance (a.u.)_max,Tonic Skin Conductance (a.u.)_mean,Tonic Skin Conductance (a.u.)_std,Tonic Skin Conductance (a.u.)_min,Tonic Skin Conductance (a.u.)_max,Skin Conductance Phasic Driver (a.u.)_mean,Skin Conductance Phasic Driver (a.u.)_std,Skin Conductance Phasic Driver (a.u.)_min,Skin Conductance Phasic Driver (a.u.)_max,Heart Rate (bpm)_mean,Heart Rate (bpm)_std,Heart Rate (bpm)_min,Heart Rate (bpm)_max,Emotional Index (a.u.)_mean,Emotional Index (a.u.)_std,Emotional Index (a.u.)_min,Emotional Index (a.u.)_max,Sympathovagal Balance (a.u.)_mean,Sympathovagal Balance (a.u.)_std,Sympathovagal Balance (a.u.)_min,Sympathovagal Balance (a.u.)_max,Arousal,Restoration,Valence
39,Baseline,2.3325755357142857,0.0862305087205661,2.1964,2.5747,0.0546293626875,0.0508256615230436,-0.00078129,0.25385,2.2779974107142857,0.0655321885891123,2.1618,2.4907,0.024583962620659,0.052924402635492,-1.7764e-15,0.3998,112.26162366964286,8.576388550646671,79.68994,136.5707,0.1535083044642857,0.5227444811540211,-0.99425,0.99975,6.817220158035714,2.273432037829712,3.150044,19.56849,2.0,1.0,1.0
39,Cafe,2.753644339622641,0.0862414016250024,2.519,2.9637,0.0702062657232704,0.0501421578187775,0.0040615,0.23505,2.6834289308176102,0.0673971254721484,2.4696,2.7749,0.031617523677554,0.0559133319072515,-2.6645e-15,0.50989,125.68407209119496,4.813741338959758,104.8694,137.5472,0.9049322484276732,0.2893316226140996,-0.99912,0.99861,20.14082016745283,29.87001592795186,8.92251,324.1915,2.0,1.0,1.0
39,Crosswalk,3.5589633750000003,0.1113343030242567,3.375,3.8017,1.1238218625,0.0904567591877992,0.99635,1.3098,2.435099625,0.0650940552769589,2.3225,2.5476,0.489614705722005,0.3325574186344732,8.5265e-14,2.1563,125.530068475,7.025435250309335,98.49586,138.5576,0.8807095125,0.4048857091380453,-0.99999,0.99966,15.7719544675,49.04022784276544,5.139984,487.0366,2.0,2.0,0.0
39,Square,2.9612482673267326,0.0567098320642573,2.8864,3.168,0.1172389591584158,0.0804506312783656,0.018863,0.36238,2.843971782178218,0.0377500118029084,2.7526,2.8983,0.0545789038347288,0.0816952516933439,-3.5527e-15,0.5888,126.21289665841584,3.742708922536754,117.7979,137.511,0.967225792079208,0.0099138767410142,0.93829,0.98543,19.485331570544552,10.54034737098242,9.672142,77.53886,2.0,1.0,0.0
39,Tram,0.010997008898305,0.0015524866880258,0.0077173,0.014091,0.0052619308348516,0.027152384973298,6.1709e-06,0.26792,0.0057232517849576,0.0274121950250598,-0.258,0.012775,0.004137830592657,0.0281638391032759,0.0,0.61218,124.63717943855931,5.327963557628709,88.9113,133.8723,0.916366498940678,0.2727124282283544,-0.99994,0.99993,16.33651445391949,43.73231569678416,3.485272,495.2704,1.0,1.0,-3.0
39,Trivulziana,0.0148929981343283,0.0007968984297718,0.012769,0.017004,0.0001006961866483,0.0001075485449582,4.7792e-08,0.00041721,0.0148353703358208,0.0007053976078961,0.012933,0.016201,4.7923650189890665e-05,0.0004214084877015,7.3726e-17,0.0058079,125.20246736007464,5.379588573713478,99.64376,135.1351,0.5762186753731343,0.2876593122051448,-0.9998,0.99899,22.207641048507465,14.644367100279537,7.034039,126.9415,1.0,2.0,0.0
39,U3,3.623629475,0.6083417581841609,0.012928,4.0466,2.0958560185185187,1.1400519478030005,1.4628,7.2208,1.5277788021296297,1.4504719530056347,-4.6142,2.1578,0.9469997353849974,0.9583435979143918,-1.1369e-13,8.5909,125.69911712962964,5.242108632926293,103.6265,135.0091,0.8194322172222223,0.412535259118319,-0.99919,0.99865,12.116477907407408,13.344974355177689,5.976769,122.5882,0.0,2.0,0.0
39,U4,0.010892219243421,0.0016371027663366,0.0078874,0.015905,0.0002650742632401,0.000237661926487,8.9261e-06,0.0010812,0.0106443347039473,0.0015533585345795,0.0082846,0.014862,0.0001149171801039,0.000776766667735,9.0206e-17,0.0091217,122.5167109375,4.5542360324244,108.7882,135.019,0.8797251726973684,0.2892911664934891,-0.998,0.99982,14.822143538651316,7.281632519807415,6.699452,54.94265,1.0,1.0,-2.0
41,Baseline,0.7156756249999999,0.0406275976560026,0.65458,0.81678,0.0132730665982142,0.0157669724838919,-0.011577,0.10158,0.7024067232142857,0.0325462035123758,0.65221,0.78054,0.005344945608741,0.0157491187172521,-1.3323e-15,0.13674,69.89369786607142,7.046301549203967,59.51376,94.76712,-0.1089772859107142,0.4875082334318505,-0.99881,0.99702,2.949525876785714,0.8275077514880284,0.903272,4.35929,0.0,3.0,-2.0
41,Cafe,0.9066469813829788,0.0278332083709939,0.84547,0.96489,0.0268150519946808,0.0190207710516292,0.0012179,0.086481,0.8798281028368794,0.0220711144984081,0.82501,0.93365,0.0083331957710549,0.0187702176951978,-1.7764e-15,0.16742,71.6595673182624,4.8672797486427255,60.1456,96.40486,0.2400079122340425,0.9174841380520684,-0.99989,1.0,2.6775541578014184,1.472733886515,1.00938,21.9586,1.0,3.0,-1.0
41,Crosswalk,0.875941599702381,0.0896192988389979,0.75405,1.0923,0.0972783115327381,0.0990110770957499,0.0032109,0.35482,0.7786713541666667,0.1086855079459994,0.51424,0.99208,0.0301953607886905,0.0682464154363684,-1.0658e-14,0.55603,74.54808550595237,6.465097725307583,63.03478,101.0687,0.1265025953712797,0.2166059140381123,-0.1116,0.99296,1.4815882038690475,0.3939355589805521,0.641787,2.64662,2.0,4.0,1.0
41,Square,0.859021728515625,0.0825164946385248,0.76462,1.0301,0.0418720890625,0.047314143413203,0.0010494,0.18599,0.81715341796875,0.0467104740749449,0.76333,0.93107,0.0120502684407042,0.034976683138353,-3.5527e-15,0.39072,72.53850198242188,5.358553451011571,65.46021,92.8472,0.0493853400976562,0.5023382666372732,-0.99857,0.99979,2.95080369140625,0.7621354344820254,1.2944,5.01676,1.0,3.0,-1.0
41,Tram,1.1964743229166668,0.1019041740558496,1.0227,1.4457,0.0357750828645833,0.0376512462085804,0.0016645,0.19347,1.1606969270833334,0.0869278368721888,1.0139,1.352,0.0104072063607044,0.0303587140909926,-3.5527e-15,0.35754,72.39288918229167,4.87496094385425,51.93017,95.32236,0.1971340218697916,0.7773025378350782,-0.99999,0.99999,4.191732026041667,3.225064284093738,1.04071,17.4735,2.0,2.0,-2.0
41,Trivulziana,1.072811,0.0707286143019045,0.98315,1.2317,0.0435785570833333,0.038104620282132,0.0036107,0.18522,1.0292317000000002,0.0650605382879047,0.91709,1.1921,0.0129028957416666,0.0318966502061676,-3.5527e-15,0.24164,73.30210738333334,6.08199708024488,64.27017,102.1076,0.3366152681083333,0.6330700968803354,-0.99985,0.99937,2.740756483333333,0.8486093839639997,1.42849,6.04632,1.0,4.0,1.0
41,U3,0.9549835876623376,0.1229663013949384,0.80828,1.2131,0.0701276297077922,0.0605030638665716,0.0017655,0.21344,0.8848583198051948,0.0976655214858423,0.77064,1.119,0.0193336406728896,0.0468614213029127,-3.5527e-15,0.46274,71.8907347077922,5.914923637984242,61.44395,89.65722,0.2358692818425324,0.3951169400795315,-0.98769,0.98713,1.8638114001623376,0.4277112641891565,0.930628,3.4464,0.0,3.0,0.0
