SubjectID,Phase,Skin Conductance (microS)_mean,Skin Conductance (microS)_std,Skin Conductance (microS)_min,Skin Conductance (microS)_max,Phasic Skin Conductance (a.u.)_mean,Phasic Skin Conductance (a.u.)_std,Phasic Skin Conductance (a.u.)_min,Phasic Skin Conductance (a.u.)_max,Tonic Skin Conductance (a.u.)_mean,Tonic Skin Conductance (a.u.)_std,Tonic Skin Conductance (a.u.)_min,Tonic Skin Conductance (a.u.)_max,Skin Conductance Phasic Driver (a.u.)_mean,Skin Conductance Phasic Driver (a.u.)_std,Skin Conductance Phasic Driver (a.u.)_min,Skin Conductance Phasic Driver (a.u.)_max,Heart Rate (bpm)_mean,Heart Rate (bpm)_std,Heart Rate (bpm)_min,Heart Rate (bpm)_max,Emotional Index (a.u.)_mean,Emotional Index (a.u.)_std,Emotional Index (a.u.)_min,Emotional Index (a.u.)_max,Sympathovagal Balance (a.u.)_mean,Sympathovagal Balance (a.u.)_std,Sympathovagal Balance (a.u.)_min,Sympathovagal Balance (a.u.)_max
3,Baseline,1.825838768115942,0.16392729863905403,1.5717,2.9898,0.051450964402173914,0.12460678435815094,-0.64692,0.34821,1.7744033514492754,0.21893665940612345,1.5628,2.8869,0.025816871324438023,0.06758627938256584,-3.5527e-15,1.3292,102.01547453804348,8.87770885433362,77.94349,116.7729,-0.052489569655797104,0.519898659976801,-0.9914,0.99983,1.211735733695652,0.4920280952726478,0.41298,2.4877
3,Cafe,2.293291393442623,0.21241009659643853,1.9726,2.8825,0.19809504405737705,0.15532534595832034,0.014903,0.57149,2.0951907786885244,0.1831371054198099,1.6184,2.4064,0.05884668239826473,0.12574115913504558,-7.1054e-15,1.0519,108.88312590163935,11.769482486408046,93.86098,143.9657,0.2562698070502049,0.694731458266678,-0.99905,0.99891,1.8295653483606558,1.8461659314585537,0.63046,7.2192
3,Crosswalk,2.826902693965517,0.24367522145799841,2.4812,3.2888,0.19200738254310346,0.1876629075029618,0.012638,0.66373,2.634901077586207,0.15507424501165942,2.3596,2.8521,0.05709940718837704,0.15642454985733373,-1.4211e-14,2.6756,117.44374418103448,11.469067307409313,102.298,142.4388,0.745770010775862,0.09643283916357373,0.56175,0.97364,2.0053233081896553,0.8054875827227522,0.59438,5.8927
3,Square,2.716432742537313,0.285830263959702,2.2956,3.5768,0.3063299748134328,0.2386307771210244,0.057033,1.2549,2.410101585820896,0.160699807905262,2.1652,2.8235,0.08218435056809778,0.15867222377063087,-7.1054e-15,2.517,105.86672589552239,5.404424591142475,97.0765,126.3542,0.510916921641791,0.7393803590473242,-0.99995,0.99988,2.1160410447761198,0.6748334481481517,1.1947,5.9494
3,Tram,2.959136947513812,0.37830173573127657,2.5109,3.9994,0.1942319682320442,0.18573090515591356,0.021692,0.84097,2.764926450276243,0.28480551226795464,2.3692,3.2945,0.05365900228784568,0.12463689013480594,-3.5527e-15,1.5408,108.20348953729282,8.43980857555873,95.31925,137.1514,0.2579036879903315,0.4069559801192662,-0.98958,0.99705,2.4617677831491713,1.0988663887968808,0.98661,5.4394
3,Trivulziana,2.964392142857143,0.21711458494193925,2.3988,3.5805,0.24776815892857143,0.19419479938499518,0.016261,0.79037,2.7166329464285717,0.18468920824184065,2.1778,3.0211,0.07306207416061523,0.17186010951021632,0.0,2.1569,107.38522095535714,8.596107689168482,88.78035,133.9795,0.4345924732142857,0.6586341946234648,-0.99975,0.99993,3.4892480357142857,1.247440241179267,1.9219,9.3408
3,U3,3.107708449074074,0.2180360858870012,2.7336,3.559,0.31164092708333335,0.2763948796870304,0.024804,0.94364,2.7960612268518514,0.2003047688070275,2.4051,3.0815,0.09488028947908535,0.2119982014010637,-7.1054e-15,2.0635,112.74470637731481,8.83186366260976,98.39256,129.4131,0.6807282523148148,0.45777807832099615,-0.99918,0.99794,3.270954166666667,0.6796926496339336,2.2211,6.1065
3,U4,3.735890433673469,0.19778199125345028,3.2509,4.2634,0.4503385637755102,0.20598802234534963,0.081501,1.1232,3.285532525510204,0.11202188039213423,3.0482,3.4113,0.13333135391013504,0.22517906606919294,0.0,1.664,112.52193676020408,9.061479423761051,97.8749,135.0081,0.8109239540816326,0.3289668461293465,-0.9998,0.99996,4.5330123724489795,2.7776187975279445,1.1503,9.1149
4,Baseline,0.9142769799270073,0.025730121940475463,0.84101,0.98564,0.04037556914233577,0.04810454944606528,0.0,0.19689,0.8739195620437956,0.057020169473166626,0.70226,0.96857,0.012197547212335583,0.0372409456975653,0.0,0.51057,82.16612567518249,8.281383422894123,62.27935,102.6779,0.046148764781021895,0.6335343727127141,-0.99984,0.99961,1.6584362773722627,0.4560896288732071,0.80719,2.43095
4,Cafe,0.9341722855029585,0.05384779873907106,0.86451,1.054,0.0191746174704142,0.017812343296989254,0.00062213,0.093427,0.9149997115384615,0.04349880636618763,0.85522,0.99578,0.005653280094997178,0.017127491934880924,9.0927e-14,0.22849,82.20850539201183,5.849718901830706,73.28369,108.6889,-0.2427324852071006,0.9265802847547865,-0.99958,0.99999,1.7342949970414199,0.6026371095191185,0.677594,2.91136
4,Crosswalk,1.093599555214724,0.06219792846183945,0.99283,1.2678,0.05320810912576687,0.03401761879491854,0.0064051,0.16151,1.0403659202453988,0.04836594835541915,0.97954,1.1446,0.015574540295335884,0.03627513440417273,1.6831e-13,0.47328,89.62886280674847,6.567560674996602,70.18155,115.2212,0.8094994095092025,0.5374214513604598,-0.99978,0.99995,1.0299466694785278,0.3608356632499787,0.263229,1.66635
4,Square,0.9482750462962963,0.06239459214106669,0.85496,1.1118,0.02739474490740741,0.02291397587772369,0.003697,0.12572,0.9208819814814815,0.0471561081752813,0.84768,1.0062,0.00852060263654627,0.022442078339402278,8.8596e-14,0.17829,83.83721827777778,6.152571167319562,74.41412,107.1057,-0.028908379629629628,0.9739613046755246,-0.99996,1.0,1.318514937037037,1.1300344085872605,0.634661,10.3402
4,Tram,-0.03720282653061224,0.0005468522229200058,-0.038889,-0.035449,0.002041880089285714,0.005103336119631177,2.356e-05,0.023819,-0.0392376462585034,0.004893054468116215,-0.059971,-0.036781,0.0006556888709135101,0.004337802723655429,5.4956e-14,0.066081,94.69756057823129,5.87974113115124,77.63635,109.3707,0.7777418112244898,0.32751921336064604,-0.99973,0.99868,0.8830382916666667,0.2629015868789591,0.383832,1.4312
4,Trivulziana,0.010676239267676768,0.23506812309223488,-0.040698,1.2728,0.3231364131381313,0.6180393003469717,1.9572e-06,2.351,-0.3124185265151515,0.504479421198813,-1.6422,-0.038979,0.06867132970003574,0.23835624706571995,0.0,2.247,95.13326214646465,4.372097163586592,86.07226,107.6467,0.27370276767676766,0.1486566176789694,0.017207,0.48344,0.8119994760101009,0.26264787462641787,0.382049,1.22971
4,U3,1.2487795608108108,0.055138426365595516,1.1802,1.4012,0.26408489864864865,0.04052067774019068,0.20902,0.38034,0.9846675506756757,0.032065489509909534,0.87019,1.0208,0.0809755661452806,0.08402100990584771,2.3981e-12,0.61582,97.06388731418919,7.033640045628037,83.18834,113.4517,0.9521463513513514,0.021968845149966987,0.90189,0.99671,1.5027503716216215,0.48931804145858243,0.821819,2.64604
4,U4,-0.03742364556962025,0.0006180196743794801,-0.039454,-0.036041,0.00032244782120253166,0.00020989839602441948,4.0657e-05,0.0012272,-0.03772979588607595,0.0005775563318267015,-0.039712,-0.037116,8.444429675618375e-05,0.0005464915968989201,1.6009e-13,0.0055708,95.56784962025317,6.777295164158022,83.58942,115.8897,0.681291582278481,0.10699415295144311,0.537,0.94999,1.6037761645569621,0.48488789333622057,0.86391,2.96483
5,Baseline,0.7724736301369863,0.06902823871324533,0.64769,0.89352,0.014563115650684931,0.01317043005228409,0.0,0.04526,0.7579201455479452,0.06619637340125481,0.64559,0.86614,0.004708980702424352,0.015171653685972356,-6.6613e-16,0.15376,91.94734901541096,9.184734802612484,76.31351,109.3268,0.11671274494863014,0.542295877475692,-0.63734,0.89843,2.030046273972603,0.8860917516756253,0.897278,4.53785
5,Cafe,1.1160730357142856,0.0352808814358004,1.0676,1.1952,0.010526521714285714,0.008545392958906455,0.00075381,0.037304,1.1055376785714286,0.03520750983598596,1.0521,1.1788,0.003189206133795237,0.008807723465784232,-4.4409e-16,0.084699,95.11706825892857,3.667152038733544,86.4489,109.0512,0.6514446696428571,0.71624794417145,-0.99999,0.99983,2.9220637410714283,1.4625507564687752,1.56352,8.91585
5,Crosswalk,1.3761818548387097,0.07046290973821352,1.2789,1.5047,0.027004680241935485,0.019783829529844518,0.0025048,0.081957,1.349161693548387,0.05497594651154292,1.2751,1.4596,0.0076137604898024805,0.020489746462090595,-1.7764e-15,0.25269,102.15588225806451,5.474018221339752,89.79199,116.8549,0.8554665456989248,0.32585134109669095,-0.99994,0.99987,10.33976682795699,10.184911429504108,3.41311,50.0441
